'Erecoil (keV)'    'Yield'
47.0291            1.05755
27.3218            0.283822
21.1655            0.19282
142.805            0.996089
4.55627            1.30723
23.9642            1.0384
18.5276            0.228817
59.8007            0.984416
41.1533            0.473302
39.0743            0.238323
139.568            0.669109
29.8399            0.237169
198.208            1.06476
25.7228            0.269987
69.6538            0.974906
22.3243            0.248842
155.876            1.05439
90.0797            1.00774
25.123             0.308017
188.215            1.05439
20.5656            0.294467
22.7644            0.825753
136.93             0.935741
65.2362            0.296484
126.496            1.08291
20.5656            0.211824
30.3999            0.341991
55.5428            1.13041
19.6863            0.186485
183.817            1.04691
10.7325            0.816256
109.307            0.960095
143.684            0.921931
25.1229            1.03107
95.5163            0.9706
140.607            0.957919
168.529            1.13904
178.662            1.01724
12.3314            0.404484
18.6473            0.261649
8.8131             0.485969
41.8719            0.359838
89.4798            0.953745
93.1567            0.871263
53.1843            0.29534
28.0813            0.258472
16.4485            0.279498
164.11             1.02877
34.6767            0.246666
25.8426            0.230833
26.4424            0.257334
28.6413            0.114501
20.2862            0.257334
155.596            0.954761
173.226            1.03421
189.536            1.05122
72.7309            1.04893
16.8888            0.393823
35.1169            0.2648
32.479             0.284822
31.878             0.372794
198.488            1.05957
31.5996            0.986419
31.1594            0.265673
176.464            1.05525
36.2756            0.290153
139.008            1.01522
157.955            1.06073
156.756            0.925097
104.909            1.05209
47.1488            0.279502
159.994            1.00774
19.5256            0.28066
19.4069            0.185339
16.7679            1.32304
23.8046            0.213849
17.6472            0.305992
43.931             0.245668
28.2011            1.03106
160.755            0.999231
13.3704            1.11039
47.7487            0.31666
131.652            0.976058
189.095            1.0184
53.1843            0.373663
37.3146            0.319816
72.8916            0.375969
197.77             1.00889
46.7097            0.28151
103.87             0.962241
100.073            0.643619
70.2326            0.885065
38.0542            0.308017
26.7419            0.293328
16.7679            0.743105
85.6432            0.551614
26.4425            0.284829
104.31             0.739948
24.6838            0.22881
38.9535            0.311176
171.308            1.06476
7.33497            0.877575
106.83             0.733596
159.714            1.04259
129.014            1.07022
147.683            0.960088
36.8755            0.261649
179.4              1.00659
19.5256            0.247826
191.294            1.00572
146.483            0.424626
89.2004            1.06274
38.3547            0.200024
114.163            0.724122
14.0911            0.279495
65.9769            0.331333
75.6682            0.952737
70.3735            0.269998
14.6899            0.942086
195.41             1.01407
80.2066            0.385475
151.78             0.996074
140.607            1.09441
106.668            0.821432
129.294            1.01204
163.393            0.967416
110.626            1.01926
18.9667            0.23602
116.822            0.995073
86.6833            1.00659
56.5829            0.309162
103.151            0.976063
9.99287            0.533481
62.0184            0.980092
19.2462            0.268852
23.8045            0.250994
17.2081            0.238337
33.3582            0.297647
63.4566            0.355811
197.931            0.987574
152.359            1.02473
8.09345            0.708275
180.743            0.991894
43.0517            1.0256
123.259            1.03105
8.6534             1.19923
103.43             1.0374
62.4586            1.0744
32.7584            0.256166
45.7096            0.303979
119.3              1.00142
13.2107            0.226516
37.1549            0.28799
24.8435            0.876422
20.406             0.331336
20.1255            0.310321
15.129             0.243507
167.789            0.997084
23.6438            0.318662
16.4485            0.254159
28.8009            0.308003
48.628             0.992909
17.6472            0.288997
135.91             1.03308
144.724            0.993908
57.1417            0.366323
13.2107            0.268849
26.8816            0.984419
13.9703            1.01608
114.605            0.985558
19.5256            0.244658
187.617            1.07122
172.186            1.19507
16.4485            1.09038
16.0094            1.19506
139.128            0.983256
115.343            0.965402
43.7913            0.324994
143.564            1.03625
113.725            0.946407
68.1746            0.35897
25.123             0.964266
193.652            0.976928
70.2326            0.296491
57.7416            0.94842
143.845            0.976059
18.3679            0.220184
16.8888            0.379142
156.318            1.13271
179.542            1.00774
183.817            1.03524
132.372            1.08491
159.555            1.01608
28.8009            0.587604
28.9606            0.396978
165.431            0.987577
12.052             0.872117
26.8816            0.296495
9.41297            0.74196
16.7679            0.297646
144.005            0.96742
195.57             0.99824
19.0865            0.201185
146.782            1.01724
168.668            1.0204
31.5996            0.879592
17.0484            1.06907
178.384            1.0564
116.822            0.971754
49.5074            0.336796
64.7971            0.937769
51.7062            1.03524
61.8587            0.38231
46.7098            0.265677
13.8106            0.275185
14.2497            0.314345
29.2412            0.305989
23.9642            0.268841
14.8495            0.254159
158.676            1.07856
140.907            1.00343
29.4008            1.05122
33.957             1.05006
5.29479            0.947277
9.09361            1.29339
118.263            1.10708
104.751            1.01839
23.9642            0.32499
125.177            0.997065
166.31             1.01609
30.838             0.309161
166.031            0.984419
155.757            1.00658
68.7734            0.344006
25.4024            0.281517
25.7228            0.250983
55.5428            0.274323
21.445             0.261657
18.0874            0.916745
24.8435            0.235148
21.7444            0.302829
19.6863            0.299662
102.992            0.913576
22.4839            0.225655
14.5302            0.317511
144.724            1.00024
62.8977            0.336796
140.008            0.99707
32.1785            1.0829
166.189            0.957923
15.8697            0.191669
10.2923            0.873261
122.698            1.02674
177.063            0.94842
50.9866            0.973753
153.68             0.992895
179.843            1.01608
33.3583            0.287987
165.31             0.937769
145.604            0.986423
145.005            0.938904
47.4682            1.05007
22.1856            0.258476
63.8967            0.337664
111.944            1.01092
39.6742            0.932581
7.05446            1.02042
32.1785            0.601301
21.3053            0.356673
71.5721            0.41599
130.471            0.965416
133.573            0.998249
84.7639            0.318655
22.6447            0.346312
28.3607            0.297643
16.8887            0.331336
15.8697            0.268845
44.0718            0.320675
67.455             1.03524
41.8719            0.307143
19.4069            0.294476
26.163             0.223346
113.424            0.969735
91.2406            0.972897
49.3677            0.968579
122.698            1.0204
32.9181            0.276326
48.628             0.31549
151.321            1.01724
17.4875            0.239187
21.445             0.206513
120.5              0.99824
165.87             0.959076
21.1656            0.176992
13.8106            0.228817
37.0352            0.329319
21.6046            0.243507
22.3242            0.218165
146.642            0.813095
46.1498            0.264804
182.778            0.990765
115.504            0.398139
31.7183            1.08722
116.822            1.03943
37.614             1.09558
198.929            0.889098
29.5195            0.211835
24.8435            0.202321
57.023             1.07541
8.21318            0.478476
19.2461            0.984415
7.77411            1.1834
100.193            1.02876
141.647            1.01608
19.2461            0.201181
106.668            1.00976
194.37             1.06909
149.441            1.05842
150.001            1.0204
99.1943            0.952742
42.5915            0.350332
20.4059            0.334497
15.5692            0.69877
161.753            1.04893
166.471            0.840442
154.997            1.02358
171.467            1.01292
186.456            1.0089
171.187            0.996082
20.1255            0.18333
88.7602            0.944109
18.0874            0.261649
142.965            1.11356
22.6447            0.268853
110.347            0.910405
11.6118            1.37402
54.0636            0.40448
197.931            0.926244
128.574            0.979243
160.871            1.0089
54.5038            1.02472
28.9606            0.285825
174.406            0.956918
14.2497            0.286992
142.685            0.962248
166.471            1.06159
27.4814            0.285836
132.532            0.99708
28.6413            0.326152
145.762            1.03209
56.5828            0.240346
173.825            1.03106
97.1153            0.781127
105.51             0.988746
158.676            0.940062
39.3937            1.03524
32.4789            0.355801
182.62             0.995056
72.4514            1.05439
25.4024            0.301673
130.034            1.0256
32.479             0.31232
157.795            0.8986
19.846             0.222489
88.3211            0.407644
20.7253            0.250997
36.8755            0.346308
33.957             0.25099
22.7644            0.205492
50.3867            0.946403
69.6538            0.986423
86.0834            0.974906
175.305            0.979214
112.106            1.02472
39.5134            0.30167
171.027            1.06389
16.0094            0.245668
9.41294            1.0924
48.3475            0.296492
120.18             0.976067
48.1878            0.352643
98.8728            1.02675
99.4738            0.959072
101.073            1.00572
145.604            1.00889
121.501            0.985562
96.0752            1.06793
59.661             0.882771
177.503            1.01206
14.2497            0.31751
91.9791            0.411964
13.8106            0.3368
163.532            1.00657
137.969            1.0924
51.4256            0.830935
144.005            0.965403
110.068            1.03524
11.1716            0.338823
22.1856            0.194836
153.998            0.309161
76.8479            0.908096
135.77             0.976924
88.3211            0.968579
14.8496            0.317507
57.9023            0.950435
157.516            0.99824
75.9697            0.291163
181.3              1.01724
30.9997            0.24667
86.5425            0.908097
46.1498            0.341984
93.3175            0.909247
117.821            1.00659
31.5996            0.304834
27.9216            0.363144
122.258            0.35265
79.7675            1.01724
31.5996            0.212838
24.0829            0.959075
34.2365            0.316648
185.576            0.946414
37.7548            0.961087
78.0088            1.0109
10.1326            0.41082
55.2645            0.27202
51.7061            0.855414
175.864            1.02673
18.807             0.291159
179.701            0.995059
16.8887            0.332478
65.2362            1.12407
100.954            0.929419
189.696            1.00658
187.617            1.08289
7.65435            0.746287
25.4024            0.298505
5.29481            0.858589
72.4514            0.962241
62.8977            1.10507
112.705            1.01293
36.7158            0.346308
185.278            0.872113
193.053            1.01204
20.1255            0.19801
14.2497            0.363154
15.129             0.252006
158.234            0.943244
170.307            1.02357
91.52              1.00659
100.633            1.03524
155.157            1.01608
165.31             0.960084
21.0058            0.311176
104.471            0.947278
14.9704            0.489132
190.134            1.00256
110.068            1.00341
65.0965            0.346308
129.014            0.984408
31.1594            0.302819
14.6899            0.271152
41.5936            0.318663
39.3937            0.294476
144.884            0.961098
105.35             1.04805
14.5302            0.31118
100.353            1.03308
59.2208            0.957927
133.251            1.0256
167.789            0.385475
129.294            0.983248
6.1741             1.24157
17.0484            0.287987
57.1417            1.09672
26.163             0.341984
137.81             1.01206
95.6372            0.965407
16.4485            0.231986
171.187            1.08722
52.7451            0.330331
34.6767            0.249829
103.151            0.946403
153.238            1.01091
152.22             0.950431
89.3212            1.01089
31.7183            0.248849
42.4728            0.298499
132.251            0.390649
16.1691            0.960084
89.0407            0.98643
160.593            0.992916
19.5256            0.223352
15.5692            0.254159
105.79             0.893431
21.0058            0.227665
18.0874            0.345157
33.6377            0.269987
151.04             1.02473
8.21321            1.2702
21.8841            0.207514
21.445             0.27634
33.6377            0.335646
18.2071            0.367325
125.037            0.945253
51.4256            0.239187
18.5276            0.173672
78.0089            1.00773
14.8496            0.338816
17.3289            0.193686
119.741            0.830927
58.3414            0.98557
13.9703            0.377978
52.0255            0.337672
185.138            0.659603
27.7609            0.246681
143.684            1.01839
112.386            0.938916
182.5              1.03524
199.53             1.00889
102.71             0.998236
19.5255            0.205495
127.815            0.924222
46.5889            1.00976
42.3132            0.314331
18.2071            0.358973
15.129             0.234
37.4754            0.337672
11.3323            0.45113
68.8943            0.288994
17.768             0.286989
88.6005            0.973749
26.7419            0.274323
172.186            1.00026
56.8623            0.393823
152.659            1.00573
44.3912            0.242349
176.464            1.01724
106.83             0.406484
190.134            0.976067
112.824            0.995077
178.061            0.966572
194.971            1.0089
19.9658            0.318658
96.5165            0.331344
72.8916            0.365316
119.741            1.00255
173.825            0.960084
143.246            0.963388
162.351            1.02243
56.5829            0.952742
39.9536            1.08922
16.7679            0.308006
15.8696            0.315486
12.7705            0.35265
18.5276            0.308014
185.419            1.02791
26.8816            0.270001
17.4875            0.764276
195.85             0.909258
28.9606            0.339963
115.343            1.02357
121.379            0.997073
44.5099            0.39065
139.289            1.14105
27.9216            1.02558
12.2116            0.961087
192.932            1.06792
23.9642            0.207504
22.9241            0.308006
20.2862            0.199162
90.9601            1.06273
28.3607            0.363144
12.2116            0.263663
21.0059            0.30167
96.6761            1.01839
161.314            0.917753
189.696            1.01406
188.936            0.969731
14.2498            0.295344
47.3085            0.291163
84.0432            1.05208
104.751            1.00889
29.0804            0.309158
113.585            0.967423
56.1438            0.981242
22.9241            1.11039
48.4872            1.00572
16.6082            1.39504
46.7098            1.05323
26.7419            1.02242
142.685            0.997088
179.26             0.959079
28.5215            0.236006
149.279            1.00775
76.4088            1.01839
166.189            0.354658
25.123             0.219325
90.7994            0.997092
32.4789            0.274315
104.751            0.73476
20.5657            0.411956
25.1229            0.353511
18.5276            0.269998
17.2081            0.299669
16.4485            0.280657
117.103            0.998229
59.3605            0.40448
127.256            0.44882
11.7714            0.346308
164.99             1.04691
175.864            0.964248
179.701            0.999238
18.0874            0.274323
141.347            0.981242
69.7736            1.03423
43.6316            0.286985
36.1559            0.302826
186.298            0.88177
20.406             0.283817
163.992            0.995053
68.3343            0.945253
116.062            1.0109
39.3937            0.278352
21.1655            0.253008
17.2081            0.23084
13.2107            0.28799
168.828            0.992913
98.1532            1.03107
28.8009            0.328156
194.531            1.12207
34.517             0.314342
23.6437            0.2245
28.9606            0.218154
11.4521            0.522971
16.6082            0.272012
47.7487            1.04259
16.4485            0.217009
32.7584            1.10391
135.611            0.976071
19.6863            0.281513
100.954            0.809923
29.0804            0.199162
16.1691            0.247823
24.8435            0.199154
31.7183            0.255327
94.1968            0.976928
15.4095            0.220184
197.051            1.08489
166.91             0.973752
113.864            1.02673
199.689            1.14625
33.957             0.235155
62.1382            0.88824
16.3088            0.212845
49.9475            0.992905
18.368             0.176996
134.452            0.987589
29.6802            0.253005
131.814            0.974906
36.4353            0.316652
44.8303            0.29534
28.2011            0.318662
104.631            0.974906
183.219            1.04805
16.1691            0.352643
19.4069            0.229688
10.8733            0.348323
57.4622            0.837272
4.25577            1.38237
108.867            1.05641
127.975            1.02357
102.392            0.947271
130.471            0.970599
52.5855            0.362144
168.97             1.04056
139.886            0.972899
127.256            1.04171
44.0718            0.22881
76.6905            1.00457
107.829            0.999246
146.922            1.01409
117.262            0.389499
20.1255            0.314345
44.9511            0.297647
170.588            0.946397
32.4789            1.12954
20.4059            0.266829
26.0023            0.301677
165.751            0.885074
8.65341            0.801276
180.86             0.926246
185.138            1.06073
7.65431            1.18541
39.6741            0.996074
14.6899            0.463797
29.9608            0.255317
98.5934            1.00025
200.569            0.899749
125.776            0.985562
83.4444            0.907234
93.7577            0.995056
39.5134            0.232849
146.922            0.997095
39.0743            0.364154
174.265            1.05842
149.122            1.00571
52.7452            0.289002
41.1534            0.368486
49.9475            1.0204
3.09703            1.21305
199.248            1.03524
8.53363            0.747429
181.461            1.0109
170.866            1.01723
46.2695            0.338813
159.714            0.999249
184.697            0.976073
96.9556            0.796093
28.9606            0.333624
167.628            0.993922
177.183            0.967435
31.5996            0.261642
39.5134            0.338816
23.3643            0.266829
22.7644            0.271148
17.3289            0.239188
90.6396            0.403319
108.428            0.993915
26.8816            0.332485
36.1559            0.548453
154.438            1.00975
25.7228            0.229676
153.997            0.996081
19.6864            0.173668
56.1437            1.40771
41.7122            0.254159
145.443            1.05756
22.3243            0.25532
12.4911            0.244662
128.855            1.0066
121.82             0.94323
22.0459            0.323985
193.932            0.873258
43.1914            0.302819
165.431            0.951584
174.544            1.01207
78.1685            0.889091
102.272            1.01724
82.5651            0.343998
13.6499            0.278356
17.0484            0.323985
27.4815            0.26568
38.9535            0.350339
190.574            0.965406
76.2502            1.01523
166.31             0.985569
166.31             1.01293
83.6041            0.883916
19.2461            0.834101
126.818            1.03941
8.21318            0.47646
31.7183            1.05843
58.3415            0.393827
61.5793            1.02041
13.3704            0.337668
77.5676            0.979227
171.187            0.959076
17.2081            0.187364
56.8623            0.371648
140.447            1.01839
55.8222            0.935744
22.9241            0.976059
176.744            1.04371
123.699            1.03841
78.0088            0.950435
15.5692            0.22018
66.1355            0.278356
31.1594            0.404473
30.8379            0.262514
78.3271            0.908104
106.39             1.01293
89.3213            1.02875
130.613            1.04374
13.0909            0.340833
34.6767            0.240334
150.321            0.99075
114.464            0.965402
117.383            0.984405
120.04             1.03626
28.8009            0.951581
36.4353            0.381151
158.995            1.02472
101.233            0.986434
6.17408            0.761117
35.1169            0.32614
43.6316            0.359835
137.528            1.04806
32.3182            0.894562
17.4875            0.202328
28.9606            0.201167
49.8267            0.971748
26.8816            0.239194
28.9606            0.274311
186.456            0.621319
71.2538            0.934597
47.1489            0.36532
94.1968            0.999242
22.1856            0.277479
172.946            1.01838
29.8399            0.275181
154.717            1.01206
25.2826            0.196847
38.0542            0.313485
44.5098            0.242352
188.936            0.989599
192.772            0.940932
21.6047            0.319819
187.177            1.11574
13.3704            0.639452
8.81307            0.479633
116.663            1.02674
11.7715            0.29534
15.8697            0.327153
112.106            1.02674
176.304            0.98643
15.5692            0.274322
155.157            1.03624
40.9926            0.281513
47.9073            0.232845
134.452            0.991908
42.4729            0.231983
24.2425            0.236016
38.195             0.267981
103.87             0.959072
104.909            0.385475
38.3547            0.267989
192.772            0.989595
146.343            0.966553
50.9865            0.348323
128.255            0.991918
142.805            1.02359
50.5464            0.406488
36.1559            1.02789
39.0743            0.902918
112.985            0.990754
47.9073            0.832081
141.486            0.956911
161.193            1.01408
36.595             0.286989
101.233            1.0184
168.529            1.01522
45.3902            0.287994
150.76             1.03208
155.876            0.991907
25.4024            0.246677
42.1514            0.973752
14.5302            0.308014
35.7167            0.484815
179.701            1.03307
20.406             1.05755
132.251            0.989594
132.973            0.96974
178.222            0.987577
38.6341            1.03524
133.131            1.02674
140.327            1.05439
33.3583            0.348323
20.4059            0.262511
162.071            0.980102
121.501            0.990743
17.4875            0.186485
15.5692            0.283817
77.1296            0.909262
13.0909            0.822585
32.0387            1.12954
50.8269            0.327153
39.5134            0.323988
32.1785            1.12955
9.69345            0.489139
44.3912            1.02789
25.2826            0.299658
30.9998            0.987578
38.9535            0.285836
193.373            1.02789
5.57529            0.556802
16.4485            1.0109
146.343            0.998232
106.509            0.738789
184.539            1.02042
196.011            0.934596
34.8363            0.822585
192.612            1.01207
14.5302            0.248846
11.7714            0.336796
15.4095            0.36532
111.507            0.793785
164.431            0.946403
26.163             0.238327
11.4521            0.937773
13.0909            0.258479
28.8009            0.259334
10.7325            0.873265
171.906            1.03208
17.4875            0.314342
59.9404            1.08722
14.6899            0.234001
20.1255            0.268852
195.57             0.989599
156.196            0.781131
117.981            0.944098
21.6047            0.213848
40.2729            0.296492
188.215            1.05641
139.128            0.985562
16.6082            0.28799
53.1843            0.318662
99.9129            0.88277
194.812            1.06072
95.1959            1.03107
50.3867            0.275181
140.447            1.01091
19.6864            0.213845
51.266             0.344006
152.798            1.01407
188.056            0.981254
32.1785            0.236017
146.782            1.00256
21.3052            0.269994
148.841            1.03208
146.642            1.02993
18.6473            0.236013
17.3289            0.266829
176.622            1.03309
131.055            1.0034
74.2101            0.387485
48.3476            0.312332
136.211            0.94411
22.6446            0.181022
183.381            1.02875
30.2801            1.06273
139.008            1.02357
13.2107            0.749443
18.3679            0.228817
33.5179            0.275185
19.9657            1.22371
168.529            0.972889
29.0804            0.179003
23.524             0.311176
175.584            1.02039
45.3902            0.983264
179.103            1.01522
142.685            1.00659
91.3992            1.03308
28.5215            0.323981
134.01             1.04373
120.34             1.01206
33.1975            0.344002
72.0123            0.658452
89.6395            0.998244
56.2624            1.05439
7.21414            0.909266
10.8732            0.308007
86.5425            1.04372
49.5074            0.230833
42.0327            0.316649
49.8267            0.381155
31.5997            1.06474
147.801            0.996081
142.367            0.995048
17.768             0.28799
32.1785            0.24984
175.424            0.991914
19.6864            0.289001
30.8379            0.948423
39.8338            1.04259
177.503            1.00774
153.68             0.989581
28.8009            0.999235
42.912             0.307139
178.662            0.808755
46.5889            0.371652
25.2826            0.282668
89.7614            0.991893
168.389            1.03625
16.6082            0.336796
137.81             0.967423
46.2695            0.284826
9.0936             1.21622
150.321            1.05123
164.11             0.998251
98.8728            1.12004
42.7512            0.309158
159.994            0.962245
21.445             0.259348
179.26             0.944109
35.2765            0.222482
147.222            0.986422
11.7715            0.969727
160.593            0.0235105
68.7734            1.07857
95.5163            1.01408
21.7443            0.367332
38.195             1.03308
67.8941            0.996081
131.652            1.03307
17.9277            0.232849
134.572            1.02559
159.434            0.91042
16.3088            0.198007
26.4425            1.11356
7.93378            1.17275
12.6508            1.06475
15.5692            0.402316
128.574            0.935759
94.3166            0.980099
13.2108            0.312328
101.953            1.03308
16.4485            0.233997
28.3608            0.301663
19.9658            0.43096
183.498            0.950434
18.9667            0.22134
55.1037            0.99824
23.6438            0.300807
81.6869            0.961095
12.4911            0.265687
20.2862            0.225652
97.4147            0.987584
17.6472            0.280653
53.9239            1.06706
20.7253            0.312335
8.09346            1.12322
38.0542            0.303987
120.621            0.983249
69.9332            0.404473
149.56             0.805613
117.541            1.07023
32.3182            0.260486
145.005            1.09123
43.931             1.04373
35.556             0.301663
122.698            1.01522
169.548            1.1019
36.8755            0.324997
26.4424            0.34717
44.6717            0.281507
127.697            1.03308
5.73495            0.734768
125.338            0.968568
16.7679            0.239183
64.0575            1.0564
24.9622            0.216155
14.0911            0.284826
34.2365            0.309154
27.0423            0.295337
33.3582            0.439311
59.3605            0.358977
50.1061            0.303987
115.942            1.0256
78.1686            1.05956
56.7015            1.00774
23.2036            1.16871
40.3927            0.330331
25.4024            0.284833
31.2792            0.264812
27.7609            0.302833
169.268            0.790626
127.375            1.06707
167.948            1.02559
26.6021            0.337657
198.049            0.925093
46.8694            1.07972
99.9129            0.902932
153.118            1.04691
58.3415            0.992913
158.396            1.00456
38.195             0.269991
29.8399            0.339974
50.8268            0.323985
134.292            0.948409
34.2365            1.00658
52.1453            0.375969
20.2862            1.00341
91.2406            0.998237
15.5692            0.355808
178.061            1.01207
23.8046            0.196855
10.2923            0.406488
101.673            1.01523
13.5301            0.316648
23.6437            0.313478
11.7714            0.337668
31.4389            1.07972
20.8451            0.264811
27.6211            0.186485
33.5179            1.0639
183.817            1.05842
23.8046            0.289006
26.2828            0.291159
53.4648            0.297643
45.3903            0.278352
33.3582            0.359835
27.0423            0.225649
98.8729            0.431837
6.61429            1.33371
5.57526            1.06158
121.219            1.02676
172.625            0.993922
59.9404            0.346312
15.8696            0.237166
119.462            0.996082
20.5656            0.187353
73.8907            0.949561
14.6899            0.244659
174.705            1.04804
76.1094            0.967423
146.043            0.999249
5.57523            0.627639
22.9241            0.177842
30.838             0.220183
129.894            0.993907
100.513            1.42154
77.5676            0.962237
33.9571            0.374813
70.3734            0.304845
41.1534            0.839436
14.5302            0.344006
180.743            1.03207
20.1255            0.179006
108.149            1.03307
33.6377            0.412815
45.8293            0.258479
33.6377            0.261642
32.1785            0.280661
71.5721            0.293327
151.2              1.01206
181.901            1.02474
91.3992            0.891405
29.0803            0.304841
63.6173            0.446806
109.627            0.980092
14.0911            0.322981
18.5275            0.298506
28.2011            0.316652
76.848             0.932577
145.443            1.02675
151.78             0.961084
21.0058            0.222482
106.668            0.965409
81.5461            0.32499
142.525            0.996089
19.9658            0.334493
142.965            1.02156
6.61429            0.474171
170.748            1.04806
45.99              0.31549
18.2071            1.14538
174.265            0.976063
35.3963            0.262511
47.7487            0.262519
126.935            0.311172
128.696            1.02355
12.7705            1.13474
23.3643            0.343133
15.2887            0.920917
177.943            0.979217
76.8479            1.03422
22.7644            0.930567
77.5676            0.301666
15.5692            0.279498
42.7512            0.960084
145.443            0.924234
18.2071            0.248838
150.321            0.982401
121.501            0.35667
23.2036            0.23919
160.434            0.969727
42.912             0.332475
167.948            0.979231
118.263            0.97174
4.99647            0.923079
19.9658            0.302822
33.7974            0.36847
182.62             1.06158
142.245            1.0374
61.699             0.356673
19.9658            0.375965
65.3759            0.277482
23.524             0.339974
55.5428            1.04172
177.063            0.59914
18.807             0.321827
42.5915            0.333628
106.949            0.995064
24.4044            0.272008
21.0058            0.291159
24.2426            0.331339
156.635            1.02789
176.464            0.383173
50.1062            0.30715
20.8451            0.241493
177.782            1.03208
172.946            0.936897
43.4919            0.985562
40.8329            0.253
23.8045            0.255324
112.705            0.976063
7.05446            1.0734
52.0255            0.349474
110.626            1.02472
37.4754            0.293332
40.1133            0.30283
16.0095            0.410817
11.4521            0.367333
40.3927            0.258479
22.0459            1.00457
64.9368            1.03207
137.969            0.968576
53.7842            0.756931
104.909            0.310321
26.0022            1.04373
41.7122            1.12955
31.1594            0.314335
43.9311            0.282676
17.3289            0.247823
19.9657            0.250986
59.3605            0.326148
187.056            0.998232
58.9003            1.03524
19.9658            0.357817
5.89573            1.07441
103.43             1.00026
37.614             0.346323
53.9239            0.350346
62.8977            0.925093
35.3963            0.502956
16.4485            0.266829
178.061            1.00977
199.808            0.9729
119.161            0.986426
27.7609            0.35265
71.693             0.957923
57.023             0.324998
122.539            0.970577
173.226            0.990724
98.5934            1.01523
181.461            1.00773
27.1809            0.235155
40.9926            0.246673
129.134            0.702823
119.741            1.04056
196.29             1.00026
144.564            0.970599
35.2766            0.30801
81.9863            0.952742
18.9667            0.223357
195.132            1.04892
22.9241            1.07972
125.618            1.00457
29.4008            0.369477
19.5256            0.242355
116.822            1.06159
37.1549            0.323988
182.938            0.987584
126.376            0.972892
21.445             0.20867
184.099            0.980084
64.3369            0.360992
47.0291            0.222479
125.476            0.934603
175.864            1.04372
43.3522            0.297647
4.09614            1.30837
28.3607            0.236006
21.8841            1.02473
101.514            0.990751
109.167            1.00341
66.2563            0.325001
177.063            0.945253
71.112             0.997081
41.8719            0.819415
53.345             0.279506
99.6334            0.91776
29.5195            0.294479
54.8032            0.29765
24.9622            0.35898
20.406             0.274322
127.535            1.04574
30.7203            0.235145
42.4728            0.996074
27.4814            1.07757
22.7645            0.230833
141.047            1.12005
20.7253            0.292175
57.5808            0.879599
20.7253            0.974916
17.2081            0.242359
23.9642            0.282665
116.223            0.980088
68.6138            0.972892
189.836            1.0639
24.2426            0.338819
49.667             0.444646
181.461            1.04257
14.4105            0.232842
11.3323            0.757939
16.0094            0.387489
115.504            0.964253
199.087            1.04693
176.744            1.00023
24.2425            0.224503
181.18             0.997092
183.059            1.04374
28.0813            0.335646
57.1418            0.289001
25.8426            0.269994
187.336            1.09356
47.7488            1.07441
99.9129            0.950445
45.5499            0.942075
35.8365            0.220184
86.5425            1.04574
32.4789            1.06388
34.8363            0.982397
34.2365            0.266825
21.445             0.309165
37.0352            0.252003
32.0387            0.32499
118.263            0.986423
14.8496            1.19189
186.177            1.05842
67.455             1.03423
31.2792            0.317511
27.6212            0.29765
58.6209            1.02992
14.0911            0.288998
140.767            1.05957
40.3927            0.316652
50.2658            1.05324
23.6438            0.182174
113.585            1.01926
30.7202            0.576948
7.65435            0.491158
74.0503            1.03423
22.0459            0.287987
155.157            0.95691
57.7416            1.01206
42.912             0.253005
177.343            0.992909
19.6863            0.249836
179.103            0.566301
183.219            1.0659
156.196            0.982408
6.77505            0.483809
140.447            1.03423
62.5784            0.326148
44.2315            1.01609
183.498            0.937765
112.985            0.972903
16.3088            0.211828
107.548            1.09125
8.97385            1.11255
174.406            0.964263
134.01             0.967426
96.6761            0.889102
75.5296            1.02789
61.5793            0.985566
59.661             0.992917
176.183            1.04691
31.4388            0.902918
13.8106            0.259345
20.1255            0.735625
159.714            0.847932
12.6508            0.343129
19.0864            0.313485
20.5656            0.314338
16.6082            0.732454
149.001            1.0279
18.9667            0.219325
27.9216            0.250983
130.774            1.03624
22.1856            0.337665
116.941            0.951596
119.3              0.963409
26.7418            0.29765
51.1462            0.288002
67.2953            1.0109
164.272            1.0109
20.406             0.204346
11.4521            0.489139
85.8029            0.987578
38.195             0.343129
16.8887            0.23833
25.7228            0.434985
139.568            0.962245
83.8846            0.937754
36.1558            0.279498
111.386            0.971752
21.3053            0.345157
14.0911            0.957919
67.5747            0.822581
54.2244            0.292172
16.8888            0.409655
146.782            1.01609
37.0352            0.40764
18.3679            0.171514
62.2989            0.320678
156.038            0.995048
86.6833            0.932586
112.985            0.956921
26.6021            0.284818
189.836            0.937777
40.1133            1.0279
173.666            1.04575
26.2828            0.17151
189.696            0.971737
131.493            0.365327
139.728            1.03423
141.486            0.963391
7.05447            0.839439
28.2011            0.156829
153.68             1.03105
42.3132            0.294461
75.0905            1.00976
27.3218            0.278352
111.065            0.973774
163.23             0.885946
25.7228            0.363144
132.372            1.00573
9.69346            0.358981
35.9962            0.322977
31.1594            0.284822
83.6041            0.992905
125.037            0.997081
19.4069            0.227669
34.3972            1.06706
28.6413            0.314346
196.73             0.959083
15.2887            1.08807
182.18             1.01524
58.7816            1.01522
141.486            0.942079
16.7679            0.348322
150.88             1.0109
48.0282            1.0109
58.021             1.00256
19.9658            0.247819
79.0479            0.420309
60.1               0.989603
34.3972            0.911276
67.7345            0.373659
165.87             1.01293
10.1326            1.26705
42.7512            0.260493
35.2766            1.05755
32.3182            0.250983
199.967            1.03526
