'Erecoil (keV)'    'Yield'
85.3638            1.11774
31.5996            0.291152
141.486            0.993912
58.7816            0.323985
75.0904            0.98557
25.5632            0.933735
98.7541            0.302818
121.379            0.967416
176.464            1.02992
30.3999            1.08606
86.8419            0.312335
130.335            0.921926
150.76             0.92741
165.588            0.956924
157.656            1.04055
159.555            1.10304
22.0459            0.26049
113.265            1.16554
168.529            0.936896
85.9626            0.32933
21.7444            0.936907
34.8364            1.10392
109.907            0.381151
22.1856            0.297647
171.627            1.00773
17.768             0.228813
45.8293            1.19606
54.5037            0.315482
24.6838            0.184185
19.9657            0.250986
34.8363            0.30801
16.8887            0.260493
24.2426            0.325
21.0058            0.303979
54.6635            0.988742
75.2091            1.03307
31.4388            0.304834
17.3289            0.235156
117.541            0.940939
156.318            1.0659
30.5596            0.302819
80.6468            0.875422
34.517             0.30801
90.7993            0.956925
93.5969            1.0089
29.6802            0.220177
15.8697            0.446803
142.085            0.964259
16.4485            0.259341
138.409            1.00025
180.86             1.04258
20.2862            0.16518
6.77502            1.09038
78.6066            1.02674
178.502            0.98872
43.7913            0.37366
21.1655            1.12522
11.3323            1.1019
52.0255            1.0829
19.6863            0.263663
11.7714            0.793789
31.1594            0.334489
44.0718            0.241486
18.0874            0.225652
27.6212            0.290153
18.9667            0.226523
195.41             1.00256
45.2705            0.278345
175.305            0.946386
26.8816            0.253015
189.255            1.04372
122.98             0.989596
189.975            1.03106
177.622            1.00657
94.7579            0.813949
78.0089            1.03841
36.1558            0.279498
17.0484            0.392663
197.17             1.06159
83.8846            0.953731
124.139            0.952738
14.4104            0.340826
147.521            0.934607
129.894            0.966549
24.5231            0.241497
22.9242            0.278344
163.992            0.995053
53.9239            0.321834
140.907            0.985577
9.2522             1.08606
31.7183            0.314349
16.4485            0.28799
25.4024            0.293331
19.0865            0.268856
164.711            0.947271
22.9241            0.635128
152.359            1.01206
131.652            0.297646
98.7541            1.02789
82.8834            0.978079
184.697            0.858589
125.476            0.938926
28.8009            0.7123
76.2503            0.997081
27.3218            0.259345
85.0822            0.952734
27.4814            0.336796
26.0023            0.238337
101.953            0.976928
181.741            1.06273
6.01548            0.614976
50.3867            0.442487
35.7168            0.319812
130.173            0.972899
13.8106            0.349474
105.071            0.979228
173.066            0.963405
23.9642            0.208655
24.9622            0.278352
86.8419            1.02675
18.5276            0.268853
45.2705            1.04171
159.994            0.906092
137.09             0.976067
29.5195            0.211835
56.1437            1.0564
69.3345            0.959065
80.9661            0.297654
142.367            0.985551
104.909            1.01407
162.652            1.01204
109.468            0.813956
96.9556            1.0734
103.43             0.940939
161.034            0.968582
136.348            0.961101
22.7644            0.2245
25.5632            0.204346
190.134            1.02992
17.3289            0.257335
4.55626            1.2934
36.2756            0.217009
37.4754            0.213849
20.7253            0.313485
56.7015            0.984412
140.767            1.03208
47.0291            0.274319
69.0539            0.959065
14.6899            0.388641
48.1878            0.266829
28.3607            0.253
17.9277            0.260493
123.698            0.914583
24.5231            0.281521
22.6447            0.193689
59.8007            0.59482
56.5828            1.06159
149.88             0.980095
106.39             0.357825
19.2462            0.194843
23.8045            0.210679
8.53365            1.23839
33.1975            0.286989
27.9216            0.305989
155.157            1.00773
26.0022            0.187364
52.7452            0.319816
184.397            0.963409
26.7418            0.273163
12.3314            0.301674
50.3867            0.291159
23.3643            0.327156
51.266             0.272016
26.163             0.9369
29.8399            0.276333
188.215            1.00774
46.2695            0.324994
45.7096            0.326148
112.544            1.07541
73.8907            0.92825
38.4933            0.284837
23.8045            0.351492
28.8009            0.219311
68.015             0.964259
23.524             0.249836
40.1133            0.329323
48.9274            0.228817
48.4873            0.305996
36.2756            0.283817
141.047            1.0089
13.2107            0.509291
50.2658            0.896595
107.388            0.974916
62.738             0.352643
168.828            0.989599
51.1462            0.962252
53.345             0.243512
32.1785            0.228817
25.2826            0.286985
22.1856            0.371645
16.3088            0.239187
155.757            0.98239
162.193            0.980092
169.709            1.00139
36.8755            0.286989
135.77             1.02357
16.1691            0.341987
147.683            1.00256
27.9216            0.268841
132.973            0.991912
54.9429            0.336796
66.5757            0.396989
103.43             1.04057
29.9608            0.313475
20.8451            0.286992
160.434            1.00572
21.0059            0.172666
153.68             0.990733
5.89574            0.954758
174.544            1.00775
115.623            0.961083
26.4424            0.2245
132.532            0.990746
91.9791            1.00889
83.604             0.81711
134.572            0.648951
20.8451            0.158846
29.0804            0.302826
15.7289            0.231979
20.8451            0.516495
62.1381            0.353511
198.929            1.01523
13.8106            0.247827
70.2327            0.997084
15.4095            1.23638
73.4505            0.944098
9.25223            1.00774
30.9998            0.274319
21.6046            0.24984
89.6395            0.816259
20.2861            0.237169
142.085            0.997081
58.4612            1.09873
101.392            1.00025
106.668            1.01407
198.809            0.986437
18.5276            0.268853
38.195             0.32816
152.518            1.01407
128.415            1.01204
131.054            0.961069
19.9658            0.217005
46.8694            0.464649
39.6742            1.07339
157.656            0.983248
15.2886            0.340829
198.208            1.00573
149.441            1.14308
11.6118            0.265676
186.738            1.01609
34.517             0.254159
22.7644            0.25099
39.5134            0.300807
29.9608            0.301667
149.56             1.03107
24.0829            0.246677
46.1498            0.302823
22.4839            0.180155
91.9791            0.967427
51.1462            0.308021
140.327            0.908104
150.159            0.945259
75.6682            0.920921
165.31             0.915594
18.6473            1.17706
53.6245            0.30283
29.2411            1.01838
13.2107            0.346308
6.61427            1.00573
25.7228            0.245656
115.183            0.996077
172.786            1.05324
19.9658            0.247819
62.8977            0.299662
199.808            1.0279
75.371             0.932586
102.272            0.974913
27.9216            0.271141
93.3175            0.943226
46.2695            0.261646
140.168            0.971748
38.195             1.02155
148.4              0.982407
112.265            1.04488
53.1843            0.598127
32.7584            0.216144
30.2801            0.298495
16.3088            0.274323
31.7183            0.351495
132.973            1.06793
165.751            1.08924
70.2327            0.30081
77.887             0.978079
136.809            0.953756
20.8451            0.167345
23.9641            0.304834
144.284            0.993926
182.059            0.938922
29.6802            0.286985
22.7644            0.267985
186.298            1.04806
81.4053            0.866945
163.532            1.05639
86.0834            0.993912
46.7097            1.00889
19.6864            1.03841
89.3212            0.899746
166.189            1.07757
116.822            0.952748
150.76             0.824608
137.528            1.01293
17.4875            0.319815
4.69598            1.07441
54.8032            0.358977
19.846             0.2605
19.846             0.331344
188.815            1.08174
136.65             0.976059
74.6513            0.907242
179.843            1.01204
22.3243            0.316652
22.4839            0.269997
193.373            0.970589
19.5256            0.248845
58.3415            1.02876
26.0023            0.232856
153.118            1.00458
70.3735            0.999246
154.717            0.968582
142.525            1.03842
176.744            0.973742
19.6863            0.366323
177.343            1.10305
96.6762            0.910412
34.8363            0.911272
91.3992            0.996082
138.568            1.03524
146.343            0.950434
32.3182            0.323981
71.2539            0.875423
161.034            0.986433
103.731            0.961094
17.6472            1.02242
64.4966            0.337668
15.2887            0.990742
4.55624            0.763282
172.346            1.02356
16.7679            0.278344
60.5403            0.993923
198.049            1.01609
168.828            0.98557
56.1437            0.91559
9.09362            1.1664
113.146            1.01293
30.3999            0.239191
41.2731            0.237166
16.3088            0.240342
81.6869            0.950446
16.0094            0.332482
195.57             0.860597
24.6838            0.327153
115.942            0.972907
184.978            0.950431
19.0865            0.284837
52.7452            0.291159
142.525            0.959083
50.2659            0.928268
174.265            1.04056
15.8697            0.379138
5.1362             1.28303
158.676            1.01522
17.6472            0.214993
133.251            1.00573
14.9704            0.303976
22.6447            0.767591
26.0022            0.249844
196.73             1.02992
163.672            1.01839
137.247            1.04373
117.701            0.366334
29.9608            0.319812
58.7817            0.40548
157.955            1.04806
19.2462            0.179006
19.9658            0.412818
19.0865            0.202335
23.2036            0.289005
22.484             0.305999
43.4919            0.224496
183.66             1.00142
147.363            0.940059
136.809            0.983271
108.867            0.981253
16.0094            0.310322
34.0768            0.240349
18.6473            0.296488
28.6413            0.268853
47.3086            0.356677
47.3085            0.352647
16.0094            0.272016
89.3212            1.04257
14.0911            0.291156
124.139            0.945254
97.8549            0.972896
177.943            1.00571
184.397            1.00257
40.9926            0.261649
164.871            1.09442
74.0504            0.351488
130.173            0.993918
38.4933            0.34314
148.562            1.03106
112.265            1.01407
29.4008            0.944094
168.09             1.04488
148.841            0.98125
67.2953            0.343995
191.294            0.943234
78.7674            0.929415
74.0503            0.889098
140.447            1.00141
67.455             0.959072
156.917            0.978072
85.5235            0.921932
120.18             0.984416
153.238            0.948427
140.168            0.948424
178.662            1.0014
144.724            1.04171
91.52              0.29851
175.305            0.997063
180.743            0.98239
61.5793            0.379142
163.672            0.856271
127.975            1.00572
72.5723            0.398994
71.693             1.0109
120.18             0.9729
87.5615            0.313478
14.2497            0.30081
189.255            0.981242
49.3676            0.349474
14.6899            0.362151
137.969            0.976063
158.097            0.98239
73.8907            1.08288
32.4789            0.248835
22.1856            0.309155
27.0423            0.24667
22.7644            0.211828
89.3212            1.05956
8.37395            0.482806
24.0829            0.240345
182.5              1.00659
28.0813            0.222475
188.815            0.988727
119.021            0.978061
24.0828            0.237172
47.7487            0.982405
107.988            0.991911
42.7512            0.248842
164.11             1.00977
15.8697            0.793785
88.0017            0.787452
11.3323            0.809923
21.7444            0.200023
19.846             0.337675
15.129             0.227668
176.464            1.00889
19.6863            0.223349
168.97             1.01205
32.4789            1.02357
155.437            0.954754
24.6838            0.253005
11.6118            0.300803
179.981            0.983255
24.4044            0.200016
99.0336            0.970596
13.0909            0.313478
20.7253            0.322991
73.1711            0.946403
137.369            0.813078
39.9536            0.29332
20.2862            0.203185
198.049            1.08606
114.902            1.0089
117.262            0.987577
11.6118            1.18656
22.0459            0.303976
187.056            1.05755
75.371             0.94007
48.0281            0.315489
67.0148            0.269997
171.906            0.978086
71.8515            0.728416
184.539            1.01207
36.8755            0.240342
23.8045            0.235159
137.81             0.973756
133.413            1.00456
160.154            0.976059
35.3963            0.336796
163.672            1.04575
29.2411            0.383162
35.3963            0.331336
20.4059            0.228813
153.68             1.02788
92.997             1.03107
33.1975            0.25532
21.8841            0.258482
22.9241            0.292164
166.031            1.02877
27.181             0.230833
23.8045            0.227669
83.8846            1.00139
10.8732            1.19836
119.3              0.979246
22.7645            0.26568
14.0911            0.251999
41.8719            0.355808
39.0743            0.984405
104.631            1.02472
95.5163            0.966569
63.3379            0.904937
21.7444            0.274326
19.9658            0.249832
42.0327            0.311173
23.6438            0.320678
37.0352            1.02789
14.4105            1.00658
74.6513            1.01206
27.9216            0.220173
146.343            0.995059
63.777             1.01523
141.786            1.01092
186.177            0.944098
158.995            0.96655
154.877            0.965405
73.3308            1.00025
52.4646            1.09759
31.878             0.345153
193.373            1.04575
177.943            1.01607
103.291            0.967435
153.998            0.997084
126.217            0.976067
10.1326            1.00573
18.5276            0.322988
9.25221            1.30938
130.173            0.678608
35.7168            1.04171
26.2828            0.275181
19.4069            0.3368
174.105            1.0014
37.614             0.322999
12.2116            0.915594
154.56             0.896585
76.4089            1.02875
110.947            0.971744
19.0865            0.291166
110.186            0.991907
114.163            0.988741
20.4059            0.221333
106.509            0.993915
70.5331            1.00341
122.38             1.01522
77.0087            0.885935
18.2072            0.265676
79.3263            0.426646
44.5098            0.93143
21.8841            0.28066
34.6767            0.241482
33.957             0.369484
16.4485            0.46149
107.989            1.07542
18.807             0.247823
6.33483            0.586466
183.059            0.969739
144.005            1.15589
16.4485            0.331336
27.1809            0.206506
23.524             0.25099
31.5996            0.239179
16.8887            0.34947
146.782            1.02041
146.043            1.0089
183.66             1.00891
26.6021            0.311165
21.7443            0.153666
45.2704            0.304838
17.768             0.246673
86.8419            0.318669
4.99646            1.17706
12.4911            0.345165
40.7132            0.925097
136.49             1.0014
12.9302            0.247826
73.4505            1.01925
184.099            0.988724
22.0459            0.877579
103.151            0.985566
183.219            1.04805
87.7201            0.99191
84.642             0.339985
147.521            1.00343
195.41             0.99075
188.215            1.00573
143.125            1.06476
144.444            0.332485
42.1513            1.08807
141.047            0.830943
17.2081            0.285843
104.192            0.964249
36.4353            1.01407
16.8887            0.271148
52.0255            0.964263
29.0804            0.322984
153.998            0.968578
137.528            0.995066
189.255            0.978072
72.2917            1.02674
104.031            0.954765
136.49             0.989596
157.955            0.943248
182.18             1.00573
106.95             1.01609
12.2116            0.801276
144.125            0.395829
22.4839            0.273166
55.7036            1.03841
18.5276            0.307147
25.7228            0.276326
13.3704            0.235155
77.5676            0.923075
26.163             0.764273
124.459            1.06705
86.4017            0.987595
28.3607            0.352635
80.6468            0.89342
38.7938            0.339981
22.1856            0.27633
20.4059            0.175838
34.6767            0.310311
58.9004            0.318662
48.7877            0.69243
163.83             1.01408
38.4933            1.00342
30.1204            0.32499
81.4053            1.03842
33.1975            0.453141
127.815            0.942074
52.7452            0.960084
21.6046            0.950441
16.3088            0.316652
22.4839            0.244658
13.6498            1.18455
69.7736            0.294472
35.8365            0.292172
133.692            1.20556
169.108            1.0256
106.668            0.807621
82.5651            0.288997
40.3927            0.201178
158.396            1.11887
31.4388            1.0872
35.3963            0.348326
40.9926            0.311176
163.23             1.01408
40.5535            0.279502
85.8029            0.94525
151.479            1.03842
69.3344            1.04372
162.193            1.02472
14.6899            0.297654
127.815            0.997073
46.1498            0.292165
140.607            0.990743
177.503            0.957927
35.8365            0.296492
29.9608            0.311173
14.5302            0.217013
194.812            0.95475
53.345             0.967431
54.8032            0.360992
16.1691            0.247823
10.4331            0.432972
127.375            1.02042
190.715            1.02675
176.304            1.00659
184.978            0.97692
18.3679            0.189654
58.6209            0.330335
95.7958            0.998248
114.303            0.70914
15.5692            0.757935
58.4612            0.962237
19.4069            0.225656
43.1914            0.27114
28.5215            0.222475
163.092            1.05123
17.4876            0.774787
42.7512            0.235155
29.2411            0.889091
12.052             0.678609
22.7644            0.328164
171.747            0.976936
124.598            0.403326
147.962            1.01609
31.1594            0.275173
74.9297            1.02674
19.5256            0.265683
35.8365            0.310322
79.9272            0.961087
145.005            1.05754
32.0387            0.298495
109.627            0.955906
159.994            0.99075
38.3547            0.3368
104.311            0.772771
145.604            1.02242
24.523             0.2605
103.731            0.772775
163.23             0.938929
98.7541            0.614109
37.9145            1.00256
14.5303            0.731595
77.5676            0.976924
163.672            1.01407
15.7289            0.279491
94.0371            0.843607
191.615            1.00773
116.062            0.902925
89.919             0.959075
185.419            1.04058
66.8551            0.985566
121.379            0.981238
18.3679            0.207515
76.4089            0.9369
77.4478            0.314338
131.493            0.963405
114.303            1.00025
146.641            1.02157
164.711            0.849941
74.9297            0.372798
65.2363            0.300803
139.447            1.05957
36.7158            0.912427
199.808            0.947271
29.8399            0.239187
22.6447            0.703948
112.544            1.02156
40.7132            0.313482
40.1133            0.364165
100.954            0.46264
111.665            0.9729
190.574            0.951588
125.618            0.985566
114.745            1.01523
31.7183            0.31666
9.41292            1.07657
134.13             1.01091
73.3307            1.04691
170.307            0.997073
97.4147            0.293331
10.5717            1.20787
109.627            0.959072
19.9658            0.188497
103.731            1.00458
144.284            1.01524
18.0874            0.210675
131.055            1.01924
172.625            0.989602
152.798            1.02992
191.172            0.969731
12.4911            0.33566
151.479            0.995074
78.6065            0.254159
25.8426            1.11572
196.73             1.07758
64.0575            1.04805
17.4875            0.256173
38.9535            0.986426
16.0094            0.333639
89.6395            0.314349
106.509            1.00341
18.0874            0.321827
44.5098            0.246673
23.3643            0.217009
131.652            1.03422
140.447            1.03841
6.89482            1.46069
36.595             0.292168
23.6437            0.281513
61.4196            0.327164
20.1255            0.200023
17.4875            1.09672
64.6574            0.348323
27.6211            0.235155
188.497            1.00571
32.3182            0.347163
139.289            1.04487
35.556             0.350332
17.7681            0.480637
74.6513            0.998237
25.2826            0.243499
108.149            0.993909
173.226            0.766411
14.0911            0.826617
13.8106            0.219322
23.9642            0.238323
136.49             1.03942
17.6472            0.371644
22.6447            1.06591
23.524             0.883919
126.057            0.980077
44.3912            0.976059
18.807             0.231986
123.858            0.966569
29.2411            0.405476
18.3679            0.299666
26.4425            0.281513
157.355            0.962248
40.8329            0.322977
34.6766            0.298495
46.4302            0.25416
141.647            1.02242
23.2036            0.194843
54.2243            1.04259
172.506            0.982393
107.989            0.99292
85.0822            0.411956
176.304            0.98125
170.307            0.955899
39.5134            0.266829
97.7141            0.318665
152.079            0.964259
187.336            1.05123
55.7035            0.928265
12.2116            1.20672
143.564            1.00026
12.2116            0.351488
200.569            0.990739
105.51             0.984427
128.135            0.356673
145.323            0.771622
31.4389            1.00975
77.4479            0.968571
38.4933            0.27317
141.786            0.973768
114.745            0.320678
116.062            0.988731
145.323            0.996085
24.6838            0.947264
9.85317            0.7146
186.018            1.01839
78.4469            1.03841
54.0636            0.381151
114.024            1.00458
93.3175            1.01723
27.4814            0.260493
13.3704            0.248842
91.9791            0.399005
15.4095            0.282676
137.689            0.942089
9.69347            0.339978
107.388            0.955914
167.51             0.990754
18.3679            0.316656
17.9277            0.181018
28.3607            0.224492
33.7974            0.343125
101.233            1.01408
36.4353            0.264808
119.901            0.993908
28.5215            0.350332
26.4425            0.245664
151.917            0.944119
98.4337            1.00141
20.4059            0.328164
39.8338            1.04373
171.187            0.940936
83.8846            0.879584
32.6175            0.279498
167.628            0.943244
196.151            0.99507
182.059            1.00659
70.0929            0.788607
26.7419            0.193685
16.4485            0.315489
138.568            0.972896
12.052             0.91459
71.693             1.00774
35.1169            0.245656
26.4425            0.290153
122.98             0.955907
109.907            0.328164
161.472            0.951596
30.5595            0.920914
45.2705            0.294468
33.0567            0.810784
26.163             0.376831
184.697            1.03943
46.4303            1.02991
106.509            1.03739
79.9272            0.887084
136.348            0.949586
185.138            1.0374
24.9622            0.589636
200.569            1.01205
99.4738            0.92625
18.9667            0.24783
75.6682            0.933734
127.375            0.971762
64.7971            0.264808
115.623            0.985561
33.7973            0.267977
35.556             0.35897
146.782            0.979235
136.65             0.91559
55.8222            0.990742
124.459            0.981235
50.706             0.321838
18.9667            0.317514
63.3379            0.354655
40.8329            0.348319
48.0282            0.358977
194.092            1.00342
43.0517            0.294476
129.894            0.944094
35.7167            0.262507
101.073            0.942086
150.88             1.01292
21.0058            0.332478
93.1568            0.377996
74.21              1.04056
123.578            0.980095
23.3643            0.241489
17.4875            0.283817
23.3643            0.296488
17.4875            0.193685
23.2036            0.282675
189.255            1.06158
47.7487            0.988739
35.2766            0.29534
108.727            0.946403
22.9242            0.268844
192.772            0.932585
117.103            0.379134
68.3343            1.02041
188.936            1.0279
18.5276            0.186489
143.845            1.01926
157.656            1.02241
9.99287            0.379999
154.277            0.988731
12.2116            0.339974
21.7444            1.08923
13.2107            0.230833
33.0567            0.315492
185.419            1.00573
187.617            1.0394
121.058            1.0744
29.5195            0.29016
11.8912            0.390657
162.793            0.972903
13.8106            0.362151
166.189            1.11039
173.385            0.995063
21.445             0.308017
147.521            0.999252
17.4875            0.294472
12.7705            0.671136
42.4729            0.213841
42.3132            0.28798
28.6413            0.284834
66.416             0.681776
13.9703            0.357817
127.256            0.951584
39.8339            0.308014
114.464            0.973752
60.3795            0.300811
13.5301            0.264804
127.535            0.982385
14.8496            0.289001
39.8339            0.969731
41.5935            1.00256
95.7958            0.9706
42.9119            0.237166
53.4648            0.991893
47.0291            0.280653
23.524             0.316652
161.472            1.00659
50.1062            0.991907
191.455            0.835257
34.9561            1.05208
147.222            1.01926
37.9145            0.274323
107.709            1.00571
55.2644            1.03424
24.2426            0.20967
77.1296            0.371652
10.4331            0.405476
18.5276            0.203189
120.18             1.01408
179.26             1.04576
23.2035            0.298505
143.564            1.01206
19.6863            0.756924
30.2801            1.06705
138.249            0.385469
176.023            0.984412
27.9216            0.374806
81.9863            0.966561
25.2826            0.279494
156.917            0.947264
22.1856            0.329315
23.2036            0.268852
29.0804            0.225652
17.2081            0.371655
23.0848            0.160852
29.8399            0.259341
96.3956            0.992916
199.689            0.951588
55.3831            0.997073
6.8948             1.02991
14.9704            0.388634
26.2828            0.282672
27.1809            0.267985
198.809            0.863767
59.8007            0.334501
27.1809            1.01407
11.3324            0.860597
33.9571            0.259341
24.5231            0.249844
141.647            1.01406
9.85316            0.516492
90.2005            0.9464
148.841            1.02041
18.9667            0.292175
161.913            0.997073
27.6211            0.260493
18.6473            0.273163
79.4881            0.989595
19.4069            0.239191
153.118            0.963401
25.123             0.309165
62.0184            0.278348
74.6513            0.928262
90.5199            0.990743
18.9667            0.229691
34.0768            0.275188
6.89481            0.458313
151.78             0.935745
59.8006            0.304845
22.1856            0.211825
17.9277            0.279498
178.061            1.0426
118.861            0.978079
150.88             1.02789
117.981            0.96339
113.146            0.940933
136.93             0.998229
82.7237            0.907244
153.68             0.930554
22.3243            0.207511
180.141            1.02791
18.807             0.846768
135.91             0.966557
157.355            0.983267
14.6899            0.40232
19.6863            0.2245
147.801            0.992912
37.7548            0.225652
22.484             0.373666
39.8339            0.277486
16.3088            0.401308
34.6767            1.00571
26.163             1.04805
155.757            1.0849
34.9561            0.303979
39.0743            0.222475
171.627            0.910404
53.9239            0.314349
18.0874            0.177846
13.9703            0.333631
50.1061            0.967431
115.942            0.999252
195.85             0.887084
183.498            1.04805
160.434            0.978075
82.7237            1.00659
199.689            1.04805
27.0423            0.305993
182.778            1.02791
106.509            1.01724
100.513            0.948427
159.276            0.965396
17.3289            0.244656
141.347            0.953742
24.0829            0.906091
104.631            0.962237
14.5302            0.269998
118.142            1.00659
157.656            0.98872
16.1691            0.362147
24.5231            1.25107
179.843            0.993905
23.2036            0.32183
8.53366            0.882763
119.901            0.963387
153.118            0.937776
119.901            0.885928
20.7253            0.37482
14.9704            0.232846
19.4069            0.196855
160.755            0.954743
72.1321            0.940069
102.272            0.396993
33.5179            0.255324
171.747            0.962249
151.639            0.996081
22.3242            0.235155
19.5255            0.257337
159.275            1.01406
72.7309            0.964266
192.612            1.03525
29.2412            0.195989
91.3992            0.340837
154.717            0.978083
37.614             0.287003
26.8816            0.396996
59.2208            0.705109
47.5891            0.312325
157.076            0.967431
68.7735            0.48064
192.333            1.02558
192.054            0.981246
27.0422            0.254156
192.612            0.992923
82.5651            1.01292
143.845            0.997077
18.807             0.184188
24.8435            0.291152
104.751            0.995063
6.17413            0.974919
29.9608            0.223346
28.5215            0.176985
14.4105            0.308003
20.7253            0.2605
68.1746            0.349463
35.1169            1.11773
40.8329            0.268841
19.0865            0.217017
63.8967            0.330327
119.901            0.97692
175.424            0.979246
20.406             0.379999
14.4105            0.242345
195.851            0.900908
47.1488            0.366327
35.8365            0.281517
22.0459            0.345154
36.4353            0.296488
20.8451            0.192824
21.3053            0.26568
54.9429            0.302826
18.807             0.30801
71.112             0.960084
22.0459            0.238327
126.935            0.96339
28.8009            0.336789
21.7443            0.244658
46.5889            0.829787
26.0023            0.301677
24.5231            0.311183
177.183            0.93893
24.8435            0.269987
17.3289            0.252003
123.578            0.940072
14.8496            0.362147
37.7548            1.02876
28.9607            0.213833
28.0813            0.185328
28.2011            0.360992
17.2081            0.199169
184.099            1.00255
49.5074            0.229684
34.9561            0.993915
28.0813            0.19051
39.6742            0.343129
14.8496            0.311176
43.3522            1.02559
90.6397            1.04171
124.018            1.05122
179.26             1.04806
67.0148            1.09125
23.3643            0.20002
184.539            0.863768
96.6762            0.951592
21.1655            0.180152
122.98             0.989596
23.3643            0.245664
25.7228            0.174675
21.1655            0.228813
94.9175            0.874419
26.4425            0.281513
14.0911            0.351484
35.556             0.299655
172.786            1.04893
36.4353            0.92625
23.8046            0.183331
190.274            1.01723
14.0911            0.365313
30.9998            0.307139
29.2412            0.336789
38.0542            0.27433
54.364             1.00256
79.2076            1.05323
35.9962            1.03739
139.008            1.01522
12.9302            0.283821
17.3289            0.226517
170.427            0.988727
39.5134            0.26568
27.181             0.408647
83.7627            0.966568
112.106            0.829776
74.77              0.391804
35.8365            0.356677
174.544            0.98558
152.659            0.95591
26.6021            0.243492
184.26             1.06475
29.9608            0.26366
158.834            0.983267
188.656            1.01293
140.327            1.03308
25.123             0.255327
159.874            0.999238
131.652            0.953741
24.9622            0.246677
36.1559            0.352643
63.0174            0.304837
182.059            1.14222
56.7015            0.283817
11.4521            0.344006
116.383            1.08088
30.838             0.388641
11.1716            1.20154
15.2887            0.75894
194.691            0.964259
29.5195            0.313485
20.7253            0.322991
53.6245            0.337672
52.9048            0.978087
27.1809            0.236013
176.744            0.976048
152.659            1.00659
48.6281            0.955907
33.5179            1.01523
30.9997            0.26049
113.864            0.902914
13.8106            0.436155
80.526             0.373667
170.307            0.343995
101.953            1.00457
89.7614            0.828913
23.3643            0.91358
6.3348             1.0829
27.3218            0.217013
99.9129            0.944109
190.715            0.927407
21.3052            0.291159
23.9642            0.225645
99.7532            0.871256
57.1417            0.388637
185.576            1.04692
69.4931            0.285832
131.814            1.02876
198.809            1.02992
16.1691            0.236013
154.277            1.02674
24.8435            0.218158
43.7913            0.309155
68.3343            0.403322
85.8029            1.15172
34.6767            0.217002
61.1391            0.278348
53.345             0.94958
175.584            0.985551
173.226            1.10188
105.79             1.00976
146.483            1.02789
51.8659            0.327156
9.99287            0.336796
98.5934            0.798111
100.513            0.985573
196.73             1.05641
62.4586            1.04172
75.0905            0.286993
12.7705            0.329326
103.591            1.01205
196.29             1.04057
31.1594            0.291152
60.3795            0.556806
199.087            0.999268
164.551            0.944105
26.0023            0.912434
177.063            0.985566
74.4906            0.937769
46.2695            0.251999
51.4256            0.344002
157.656            0.892257
15.7289            0.866923
24.6839            0.295337
72.1321            0.741956
54.2243            0.334501
23.0849            0.413971
113.424            0.987588
115.183            0.988731
71.4124            0.988731
107.709            0.979221
13.6498            1.04173
28.2011            0.268849
153.118            0.982404
114.605            0.983252
134.01             1.02473
142.685            1.03625
17.3289            0.279499
181.621            1.0659
18.2071            0.243499
179.843            1.04804
23.524             0.219318
36.1559            0.213845
19.6863            0.310318
57.4622            1.08923
27.1809            0.311176
52.4646            1.0184
85.3637            0.849074
153.118            1.10392
12.2116            0.332478
136.809            1.02243
22.1856            0.286985
35.1169            0.979224
22.9241            0.212841
181.901            1.0544
49.9475            0.334493
143.406            1.06908
59.8007            0.392671
22.0459            0.911269
30.2801            0.227658
15.8697            1.26373
97.8548            0.970589
147.363            1.02241
178.822            1.0924
27.1809            0.34717
16.3087            0.237169
156.196            1.0089
186.177            1.00975
99.4737            1.01407
119.741            1.0204
136.93             0.970581
29.5195            0.224507
78.1686            0.385465
82.7237            1.06274
16.3088            0.198007
28.201             0.271148
22.7644            0.307143
12.491             0.243511
124.598            1.07023
71.2539            0.955907
132.093            1.09241
145.443            0.805602
21.3053            0.173668
53.4648            0.988724
43.0517            0.292172
13.9703            0.290149
179.843            1.18454
142.245            1.06907
32.3181            0.254152
53.7841            1.10191
99.4737            0.915594
150.6              0.640455
124.459            1.04372
16.4485            0.196851
60.5403            0.307151
136.809            1.01092
164.272            0.894562
143.246            1.01522
61.5793            1.0014
26.4425            0.247823
173.965            1.03624
77.7272            1.02358
38.9535            0.274323
199.53             0.999239
42.1514            0.999238
185.576            1.04692
197.17             1.03524
40.5535            0.257338
79.6467            1.02991
192.932            1.05007
45.1108            0.354655
40.8329            1.00975
21.445             0.163174
130.471            0.992919
16.6082            0.786591
29.9608            0.284826
73.8907            1.02788
18.0874            0.201178
28.0813            0.343995
26.0022            0.205499
187.495            0.824604
22.0459            0.26366
162.95             0.992919
123.259            1.00658
17.6472            0.21384
28.2011            1.01523
132.693            0.98239
198.049            1.02242
190.274            1.00772
136.65             0.990743
34.6766            0.32182
22.484             0.85225
22.4839            0.279501
99.1943            1.01293
121.058            1.05525
19.0864            0.26367
20.7253            1.1644
12.4911            1.22055
191.014            1.01523
34.6767            1.10621
79.4881            0.294472
32.6176            0.264808
50.706             0.319827
37.3146            0.373663
170.307            0.882756
135.91             1.04056
76.6905            0.966554
28.3608            0.888225
55.5428            0.93143
110.786            0.98557
27.6212            0.232849
158.555            1.06591
71.2539            0.968576
20.2862            0.976063
144.884            1.00573
51.7062            0.296485
31.7183            0.267992
